no_paths,no_points,width,height,drawing
2,370,263,188,house
3,199,173,155,tree
6,233,150,93,bicycle
2,384,114,175,guitar
4,448,58,202,pencil
2,100,199,157,clock
3,683,326,150,car
3,238,235,117,fish
7,190,229,124,house
8,361,255,210,tree
7,243,296,136,bicycle
6,372,368,173,guitar
1,100,297,167,pencil
4,174,220,224,clock
4,142,151,235,car
1,98,233,120,fish
1,135,205,250,house
5,116,187,228,tree
1,13,36,96,pencil
12,711,328,116,car
12,525,233,88,fish
16,581,262,110,house
43,668,123,223,tree
4,188,191,112,bicycle
6,490,328,247,guitar
4,374,45,277,pencil
5,231,276,262,clock
28,953,149,49,car
32,1079,283,108,fish
26,1004,205,222,house
83,1339,104,105,tree
19,948,182,114,bicycle
29,1307,165,89,guitar
16,728,262,128,pencil
36,2456,308,210,clock
18,1425,187,166,car
10,1137,298,146,fish
30,877,132,271,house
52,797,93,218,tree
14,550,166,122,bicycle
14,1370,278,246,guitar
15,1006,212,141,pencil
21,2474,321,321,clock
3,549,266,99,car
3,296,255,74,fish
5,383,155,209,house
3,180,153,106,tree
1,290,168,113,bicycle
4,457,110,242,guitar
2,183,57,190,pencil
3,83,107,105,clock
3,134,240,212,car
3,179,177,312,fish
5,122,182,273,house
4,217,296,155,tree
4,120,195,285,bicycle
4,78,209,177,guitar
3,138,264,219,pencil
5,203,310,183,clock
9,893,260,105,fish
2,221,151,142,house
3,258,140,125,tree
5,648,115,61,bicycle
4,648,215,184,guitar
1,286,232,253,pencil
3,190,186,186,clock
10,323,196,79,car
6,180,141,161,house
5,83,110,198,tree
1,10,113,71,pencil
1,43,192,215,clock
13,420,223,69,car
9,324,195,88,fish
15,177,175,120,house
3,126,212,145,tree
11,350,123,114,bicycle
14,451,172,241,guitar
8,112,183,251,pencil
3,64,232,236,clock
12,645,267,92,car
25,507,213,65,fish
11,789,254,195,house
5,264,221,344,tree
18,538,140,79,bicycle
17,826,250,243,guitar
8,366,226,256,pencil
7,434,247,282,clock
4,526,243,141,car
3,299,153,78,fish
7,640,218,150,house
6,351,220,246,tree
12,522,130,84,bicycle
10,590,156,176,guitar
2,291,122,145,pencil
4,370,126,113,clock
15,1035,188,121,car
6,442,276,91,fish
10,481,219,172,house
3,282,153,177,tree
13,976,148,86,bicycle
18,639,219,136,guitar
5,195,231,32,pencil
7,264,228,156,clock
5,338,225,114,car
1,155,294,215,fish
2,152,264,136,house
2,368,304,320,tree
7,265,147,112,bicycle
3,397,237,298,guitar
3,182,185,222,pencil
2,145,194,182,clock
3,265,221,107,car
3,312,221,114,fish
4,65,181,113,house
3,74,177,136,tree
4,161,151,93,bicycle
6,277,232,187,guitar
3,63,145,162,clock
23,1366,267,166,car
5,404,168,122,fish
11,670,166,129,house
1,636,196,296,tree
10,813,272,193,bicycle
6,518,204,195,guitar
7,545,158,171,pencil
3,162,204,221,clock
9,483,282,194,car
2,248,237,148,fish
3,268,148,131,house
8,410,221,227,tree
6,188,165,148,bicycle
3,387,296,306,guitar
3,321,265,331,pencil
6,120,195,202,clock
3,286,287,177,car
3,140,247,115,fish
1,142,247,268,house
3,153,214,134,tree
6,177,106,133,bicycle
3,177,155,153,guitar
10,117,179,206,clock
8,524,341,117,car
6,173,268,80,fish
8,329,355,122,tree
19,551,84,96,bicycle
6,590,260,227,guitar
8,333,274,103,pencil
19,362,214,208,clock
4,478,268,87,car
3,241,272,91,fish
5,291,232,162,house
5,501,220,149,tree
13,608,198,108,bicycle
1,91,179,134,clock
4,385,215,99,car
4,210,148,86,fish
2,114,150,118,house
3,163,274,112,tree
15,603,152,83,bicycle
6,272,157,122,guitar
5,223,152,211,pencil
7,214,271,194,clock
34,1126,196,64,car
7,457,188,78,fish
16,653,252,234,house
5,455,206,311,tree
33,1601,135,98,bicycle
14,931,111,262,guitar
4,364,132,162,clock
5,337,362,156,car
1,129,200,123,fish
1,202,194,237,house
1,249,194,238,tree
6,281,196,99,bicycle
13,508,196,185,guitar
4,181,181,193,pencil
3,102,347,237,clock
4,735,335,212,car
7,492,297,151,fish
6,399,261,317,house
8,203,91,168,tree
9,235,80,135,bicycle
17,604,257,272,guitar
12,716,320,252,pencil
18,543,278,255,clock
1,513,360,162,car
2,366,344,162,fish
4,475,352,251,house
3,442,117,282,bicycle
2,142,232,236,clock
11,1059,398,129,car
7,486,164,87,fish
16,954,395,153,house
4,289,397,200,tree
14,460,73,40,bicycle
5,297,213,61,guitar
1,70,197,86,pencil
10,139,188,93,clock
10,908,211,78,car
6,460,173,79,fish
10,551,204,139,house
9,462,201,193,tree
10,1051,159,111,bicycle
46,1410,288,199,guitar
10,485,47,243,pencil
10,1225,302,277,clock
72,2515,193,380,car
35,1349,276,161,fish
31,1336,335,237,house
24,2615,223,225,tree
25,902,154,85,bicycle
18,1451,311,315,guitar
12,1090,56,268,pencil
22,754,134,135,clock
3,672,292,160,car
6,723,286,152,fish
5,262,284,249,house
3,228,209,150,tree
5,354,140,155,bicycle
6,567,229,261,guitar
4,380,123,201,pencil
3,381,162,162,clock
15,470,171,172,car
15,488,242,163,fish
25,998,316,225,house
18,530,280,281,tree
21,364,150,105,bicycle
5,189,40,253,pencil
17,248,253,316,clock
13,285,223,136,car
3,194,175,188,fish
4,305,257,143,house
13,184,158,84,tree
15,355,167,107,guitar
10,399,174,188,pencil
1,32,179,203,clock
11,1062,337,129,car
4,514,307,169,fish
3,202,219,205,house
6,506,183,130,tree
10,511,181,106,bicycle
7,450,182,266,guitar
4,318,77,237,pencil
3,187,266,185,clock
7,726,325,122,car
3,324,179,115,fish
10,449,142,111,house
6,235,174,159,tree
11,341,121,78,bicycle
9,482,153,289,guitar
6,314,122,229,pencil
19,298,205,206,clock
5,333,254,175,fish
14,343,302,107,house
20,489,207,279,tree
17,341,179,125,bicycle
24,613,128,129,guitar
9,290,116,320,pencil
3,229,159,133,clock
14,454,285,132,car
6,241,181,119,fish
4,210,162,239,house
5,189,235,190,tree
7,132,184,130,bicycle
14,426,171,253,guitar
5,90,126,265,pencil
5,85,200,204,clock
1,452,167,96,car
1,365,178,118,fish
1,314,113,185,house
2,376,173,228,tree
7,747,101,96,bicycle
5,532,138,194,guitar
4,788,109,21,pencil
2,550,145,153,clock
12,950,319,128,car
6,295,293,87,fish
7,368,250,234,house
3,239,272,200,tree
7,282,301,144,bicycle
9,574,183,233,guitar
3,175,263,335,pencil
2,122,242,231,clock
3,557,342,121,car
4,462,356,118,fish
1,264,338,190,house
3,317,341,203,bicycle
6,495,286,99,guitar
3,244,289,156,pencil
14,505,207,254,clock
12,851,248,84,car
21,951,232,125,fish
9,564,237,168,house
27,661,230,167,tree
9,353,331,200,guitar
6,230,248,163,pencil
16,209,227,187,clock
9,1005,249,85,car
4,472,136,59,fish
19,1065,130,82,house
3,710,108,122,tree
21,1209,58,47,bicycle
5,862,132,143,guitar
2,573,122,176,pencil
26,1476,132,110,clock
5,930,228,106,car
2,421,176,75,fish
4,664,114,126,house
2,503,160,122,tree
22,989,140,132,bicycle
5,537,142,141,guitar
2,335,94,92,pencil
3,172,145,144,clock
3,690,258,93,car
4,275,194,123,fish
9,423,153,209,house
3,241,179,184,tree
7,253,173,122,bicycle
7,438,156,121,guitar
4,201,65,180,pencil
4,107,141,240,clock
7,1918,261,88,car
6,1731,263,64,fish
12,1583,223,152,house
2,632,263,297,tree
20,3312,100,117,bicycle
7,2072,260,303,guitar
4,918,190,23,pencil
16,1685,235,241,clock
5,514,261,90,car
2,312,234,151,fish
3,214,299,323,house
2,126,155,255,tree
5,344,173,108,bicycle
1,194,288,143,guitar
1,261,118,211,pencil
15,233,204,208,clock
8,404,372,90,car
4,539,289,100,fish
9,491,325,205,house
15,843,308,181,tree
9,391,206,78,bicycle
10,1430,153,176,guitar
4,384,141,130,pencil
13,825,239,206,clock
12,427,191,81,car
3,191,265,85,fish
8,214,110,86,house
4,355,308,136,tree
10,317,189,140,bicycle
8,297,116,164,guitar
3,98,196,24,pencil
15,475,226,89,clock
7,808,278,151,car
24,1369,108,225,fish
18,1241,158,122,house
67,2594,103,199,tree
29,1837,152,117,bicycle
19,1219,124,203,guitar
17,598,290,153,clock
7,1056,250,97,car
3,482,211,103,fish
7,559,170,107,house
3,389,121,119,tree
23,909,128,72,bicycle
2,638,235,262,guitar
5,345,153,117,pencil
2,220,114,108,clock
17,1678,341,230,car
6,276,138,80,fish
57,1233,154,122,house
76,1194,148,164,tree
14,561,138,98,bicycle
35,1381,174,115,guitar
9,195,105,134,pencil
4,730,257,78,car
4,487,219,141,fish
11,760,144,132,house
3,357,148,121,tree
14,799,140,72,bicycle
6,799,117,265,guitar
9,541,23,160,pencil
9,506,221,227,clock
18,610,206,97,car
2,232,279,157,fish
8,315,204,153,house
2,253,218,314,tree
10,260,204,82,bicycle
6,283,162,159,guitar
4,152,285,264,pencil
3,84,191,208,clock
8,431,242,96,car
7,278,176,96,fish
9,87,226,130,house
4,207,193,150,tree
8,147,97,134,bicycle
2,253,260,178,guitar
6,93,85,191,pencil
14,95,161,159,clock
5,1070,321,134,car
21,931,171,115,fish
32,1370,182,139,house
21,883,264,221,tree
14,1062,175,127,bicycle
39,1595,158,203,guitar
4,271,94,161,pencil
21,1111,244,252,clock
6,766,258,72,car
16,683,201,64,fish
19,1270,246,177,house
14,1187,290,178,tree
25,1034,135,122,bicycle
13,1136,147,376,guitar
24,674,229,47,pencil
28,879,179,178,clock
3,352,241,118,car
4,435,160,127,fish
3,267,185,185,house
1,268,188,265,tree
12,389,113,109,bicycle
12,347,175,152,guitar
2,102,120,87,pencil
7,169,124,107,clock
11,468,105,63,car
7,197,87,20,fish
10,328,179,87,house
25,473,140,110,tree
19,620,159,73,bicycle
9,493,197,128,guitar
5,90,198,45,pencil
2,128,118,127,clock
10,518,139,72,car
8,370,218,43,fish
29,962,106,92,house
4,490,329,197,tree
11,645,142,97,bicycle
18,886,86,179,guitar
7,494,168,45,pencil
8,444,203,152,clock
6,353,211,168,car
11,346,170,81,fish
18,384,210,178,house
4,229,250,190,tree
11,408,150,135,bicycle
5,336,193,332,guitar
5,197,224,225,pencil
14,283,210,212,clock
12,505,139,53,car
4,248,196,68,fish
30,1680,138,175,house
8,447,165,101,tree
7,433,162,126,bicycle
8,577,185,122,guitar
2,473,213,230,pencil
2,358,207,139,clock
8,596,305,174,car
8,615,113,253,fish
5,334,184,138,house
4,157,243,206,tree
6,249,136,78,bicycle
8,668,104,243,guitar
4,449,79,247,pencil
10,212,142,172,clock
48,1876,209,65,car
15,826,133,91,fish
7,638,329,271,tree
28,1146,135,116,bicycle
15,480,178,89,guitar
14,771,167,214,pencil
13,402,209,83,clock
25,593,235,120,car
4,163,186,97,fish
6,305,157,130,house
3,214,198,243,tree
9,331,169,151,bicycle
9,295,141,188,guitar
3,157,218,140,pencil
7,151,165,162,clock
3,54,195,200,fish
2,396,262,304,tree
10,135,107,174,bicycle
13,419,177,235,guitar
12,297,58,180,pencil
22,175,181,206,clock
9,577,342,148,car
4,316,154,75,fish
13,386,178,122,house
3,253,148,169,tree
8,329,156,108,bicycle
8,347,75,95,guitar
6,204,57,167,pencil
14,171,93,144,clock
10,842,334,178,car
3,167,240,80,fish
8,735,153,215,house
3,376,273,173,tree
8,589,228,174,bicycle
12,892,289,278,guitar
3,278,148,186,pencil
7,422,166,189,clock
5,695,228,116,car
3,516,198,88,fish
1,860,284,131,house
3,667,126,233,tree
5,360,112,64,bicycle
4,907,333,173,guitar
6,642,49,208,pencil
10,331,179,158,clock
4,197,175,74,car
2,142,204,74,fish
9,569,222,202,house
3,178,135,181,tree
10,317,118,66,bicycle
12,358,291,121,guitar
6,196,202,18,pencil
3,120,249,202,clock
14,1041,330,172,car
11,523,337,165,fish
7,543,266,169,house
4,340,316,247,tree
20,959,211,114,bicycle
11,647,262,156,guitar
9,510,231,148,pencil
6,229,270,257,clock
2,410,259,127,fish
8,485,205,258,house
3,203,231,179,tree
9,411,117,83,bicycle
13,719,193,158,guitar
1,165,42,191,pencil
9,198,165,198,clock
8,404,256,189,car
3,368,258,275,fish
14,451,251,231,house
10,98,109,233,tree
8,132,78,68,bicycle
10,467,237,227,guitar
7,105,37,166,pencil
3,57,150,197,clock
4,516,265,82,car
3,142,93,53,fish
4,259,139,80,house
3,208,148,97,tree
13,424,113,82,bicycle
1,62,171,44,pencil
19,432,116,128,clock
32,1379,84,30,car
3,541,152,115,fish
29,872,129,108,house
9,551,85,217,tree
38,1181,68,99,bicycle
29,1553,103,186,guitar
18,372,128,232,pencil
19,1017,142,169,clock
8,453,286,110,car
6,476,213,125,fish
16,518,202,225,house
10,423,288,168,tree
18,415,150,67,bicycle
9,374,250,170,guitar
7,201,61,211,pencil
15,319,293,216,clock
14,946,341,122,car
6,597,270,181,fish
5,464,228,175,house
9,609,284,235,tree
20,908,136,119,bicycle
18,1363,247,253,guitar
8,650,213,232,pencil
17,423,256,249,clock
11,651,210,38,car
7,549,188,63,fish
19,589,219,97,house
16,724,354,181,tree
16,1088,138,105,bicycle
16,589,281,117,guitar
15,543,92,249,pencil
6,203,97,99,clock
23,2330,296,110,car
20,2030,177,129,fish
27,3292,256,156,house
26,3118,282,278,tree
32,3069,156,92,bicycle
8,3210,198,140,guitar
6,1323,172,253,pencil
1,366,109,109,clock
27,1566,114,64,car
4,1007,227,211,fish
31,1430,89,190,house
36,978,345,181,tree
51,2938,121,74,bicycle
20,2057,154,154,guitar
10,886,116,115,pencil
10,1837,181,326,clock
7,1410,282,55,car
4,889,203,72,fish
7,908,145,233,house
13,1294,175,335,tree
18,1360,188,91,bicycle
8,1058,148,245,guitar
4,727,242,235,pencil
16,994,267,162,clock
11,1069,349,137,car
3,475,318,204,fish
11,702,397,231,house
5,330,397,229,tree
25,1133,173,106,bicycle
13,765,252,249,guitar
4,328,219,299,pencil
16,576,265,266,clock
21,589,183,63,car
6,783,227,114,fish
28,1342,291,155,house
3,531,274,217,tree
11,1025,136,163,bicycle
12,1228,132,202,guitar
7,974,89,170,pencil
26,672,148,179,clock
5,811,275,74,car
5,691,257,82,fish
7,943,332,149,house
3,572,271,182,tree
10,703,94,67,bicycle
11,613,168,50,guitar
8,990,24,166,pencil
1,124,195,193,clock
